Mod:Item:MetaData, Localized Name
gregtech:gt.blockores:6840, Tetrahedrite Ore
gregtech:gt.blockores:16840, Small Tetrahedrite Ore
gregtech:gt.blockores:17840, Small Tetrahedrite Ore
gregtech:gt.blockores:18840, Small Tetrahedrite Ore
gregtech:gt.blockores:19840, Small Tetrahedrite Ore
gregtech:gt.blockores:20840, Small Tetrahedrite Ore
gregtech:gt.blockores:21840, Small Tetrahedrite Ore
gregtech:gt.blockores:22840, Small Tetrahedrite Ore
gregtech:gt.blockores:841, Tungstate Ore
gregtech:gt.blockores:1841, Tungstate Ore
gregtech:gt.blockores:2841, Tungstate Ore
gregtech:gt.blockores:3841, Tungstate Ore
gregtech:gt.blockores:4841, Tungstate Ore
gregtech:gt.blockores:5841, Tungstate Ore
gregtech:gt.blockores:6841, Tungstate Ore
gregtech:gt.blockores:16841, Small Tungstate Ore
gregtech:gt.blockores:17841, Small Tungstate Ore
gregtech:gt.blockores:18841, Small Tungstate Ore
gregtech:gt.blockores:19841, Small Tungstate Ore
gregtech:gt.blockores:20841, Small Tungstate Ore
gregtech:gt.blockores:21841, Small Tungstate Ore
gregtech:gt.blockores:22841, Small Tungstate Ore
gregtech:gt.blockores:842, Uvarovite Ore
gregtech:gt.blockores:1842, Uvarovite Ore
gregtech:gt.blockores:2842, Uvarovite Ore
gregtech:gt.blockores:3842, Uvarovite Ore
gregtech:gt.blockores:4842, Uvarovite Ore
gregtech:gt.blockores:5842, Uvarovite Ore
gregtech:gt.blockores:6842, Uvarovite Ore
gregtech:gt.blockores:16842, Small Uvarovite Ore
gregtech:gt.blockores:17842, Small Uvarovite Ore
gregtech:gt.blockores:18842, Small Uvarovite Ore
gregtech:gt.blockores:19842, Small Uvarovite Ore
gregtech:gt.blockores:20842, Small Uvarovite Ore
gregtech:gt.blockores:21842, Small Uvarovite Ore
gregtech:gt.blockores:22842, Small Uvarovite Ore
gregtech:gt.blockores:855, Chalcopyrite Ore
gregtech:gt.blockores:1855, Chalcopyrite Ore
gregtech:gt.blockores:2855, Chalcopyrite Ore
gregtech:gt.blockores:3855, Chalcopyrite Ore
gregtech:gt.blockores:4855, Chalcopyrite Ore
gregtech:gt.blockores:5855, Chalcopyrite Ore
gregtech:gt.blockores:6855, Chalcopyrite Ore
gregtech:gt.blockores:16855, Small Chalcopyrite Ore
gregtech:gt.blockores:17855, Small Chalcopyrite Ore
gregtech:gt.blockores:18855, Small Chalcopyrite Ore
gregtech:gt.blockores:19855, Small Chalcopyrite Ore
gregtech:gt.blockores:20855, Small Chalcopyrite Ore
gregtech:gt.blockores:21855, Small Chalcopyrite Ore
gregtech:gt.blockores:22855, Small Chalcopyrite Ore
gregtech:gt.blockores:865, Graphite Ore
gregtech:gt.blockores:1865, Graphite Ore
gregtech:gt.blockores:2865, Graphite Ore
gregtech:gt.blockores:3865, Graphite Ore
gregtech:gt.blockores:4865, Graphite Ore
gregtech:gt.blockores:5865, Graphite Ore
gregtech:gt.blockores:6865, Graphite Ore
gregtech:gt.blockores:16865, Small Graphite Ore
gregtech:gt.blockores:17865, Small Graphite Ore
gregtech:gt.blockores:18865, Small Graphite Ore
gregtech:gt.blockores:19865, Small Graphite Ore
gregtech:gt.blockores:20865, Small Graphite Ore
gregtech:gt.blockores:21865, Small Graphite Ore
gregtech:gt.blockores:22865, Small Graphite Ore
gregtech:gt.blockores:870, Magnetite Ore
gregtech:gt.blockores:1870, Magnetite Ore
gregtech:gt.blockores:2870, Magnetite Ore
gregtech:gt.blockores:3870, Magnetite Ore
gregtech:gt.blockores:4870, Magnetite Ore
gregtech:gt.blockores:5870, Magnetite Ore
gregtech:gt.blockores:6870, Magnetite Ore
gregtech:gt.blockores:16870, Small Magnetite Ore
gregtech:gt.blockores:17870, Small Magnetite Ore
gregtech:gt.blockores:18870, Small Magnetite Ore
gregtech:gt.blockores:19870, Small Magnetite Ore
gregtech:gt.blockores:20870, Small Magnetite Ore
gregtech:gt.blockores:21870, Small Magnetite Ore
gregtech:gt.blockores:22870, Small Magnetite Ore
gregtech:gt.blockores:871, Malachite Ore
gregtech:gt.blockores:1871, Malachite Ore
gregtech:gt.blockores:2871, Malachite Ore
gregtech:gt.blockores:3871, Malachite Ore
gregtech:gt.blockores:4871, Malachite Ore
gregtech:gt.blockores:5871, Malachite Ore
gregtech:gt.blockores:6871, Malachite Ore
gregtech:gt.blockores:16871, Small Malachite Ore
gregtech:gt.blockores:17871, Small Malachite Ore
gregtech:gt.blockores:18871, Small Malachite Ore
gregtech:gt.blockores:19871, Small Malachite Ore
gregtech:gt.blockores:20871, Small Malachite Ore
gregtech:gt.blockores:21871, Small Malachite Ore
gregtech:gt.blockores:22871, Small Malachite Ore
gregtech:gt.blockores:873, Pitchblende
gregtech:gt.blockores:1873, Pitchblende
gregtech:gt.blockores:2873, Pitchblende
gregtech:gt.blockores:3873, Pitchblende
gregtech:gt.blockores:4873, Pitchblende
gregtech:gt.blockores:5873, Pitchblende
gregtech:gt.blockores:6873, Pitchblende
gregtech:gt.blockores:16873, Small Pitchblende
gregtech:gt.blockores:17873, Small Pitchblende
gregtech:gt.blockores:18873, Small Pitchblende
gregtech:gt.blockores:19873, Small Pitchblende
gregtech:gt.blockores:20873, Small Pitchblende
gregtech:gt.blockores:21873, Small Pitchblende
gregtech:gt.blockores:22873, Small Pitchblende
gregtech:gt.blockores:877, Soapstone Ore
gregtech:gt.blockores:1877, Soapstone Ore
gregtech:gt.blockores:2877, Soapstone Ore
gregtech:gt.blockores:3877, Soapstone Ore
gregtech:gt.blockores:4877, Soapstone Ore
gregtech:gt.blockores:5877, Soapstone Ore
gregtech:gt.blockores:6877, Soapstone Ore
gregtech:gt.blockores:16877, Small Soapstone Ore
gregtech:gt.blockores:17877, Small Soapstone Ore
gregtech:gt.blockores:18877, Small Soapstone Ore
gregtech:gt.blockores:19877, Small Soapstone Ore
gregtech:gt.blockores:20877, Small Soapstone Ore
gregtech:gt.blockores:21877, Small Soapstone Ore
gregtech:gt.blockores:22877, Small Soapstone Ore
gregtech:gt.blockores:878, Oilsands Ore
gregtech:gt.blockores:1878, Oilsands Ore
gregtech:gt.blockores:2878, Oilsands Ore
gregtech:gt.blockores:3878, Oilsands Ore
gregtech:gt.blockores:4878, Oilsands Ore
gregtech:gt.blockores:5878, Oilsands Ore
gregtech:gt.blockores:6878, Oilsands Ore
gregtech:gt.blockores:16878, Small Oilsands Ore
gregtech:gt.blockores:17878, Small Oilsands Ore
gregtech:gt.blockores:18878, Small Oilsands Ore
gregtech:gt.blockores:19878, Small Oilsands Ore
gregtech:gt.blockores:20878, Small Oilsands Ore
gregtech:gt.blockores:21878, Small Oilsands Ore
gregtech:gt.blockores:22878, Small Oilsands Ore
gregtech:gt.blockores:882, Wulfenite Ore
gregtech:gt.blockores:1882, Wulfenite Ore
gregtech:gt.blockores:2882, Wulfenite Ore
gregtech:gt.blockores:3882, Wulfenite Ore
gregtech:gt.blockores:4882, Wulfenite Ore
gregtech:gt.blockores:5882, Wulfenite Ore
gregtech:gt.blockores:6882, Wulfenite Ore
gregtech:gt.blockores:16882, Small Wulfenite Ore
gregtech:gt.blockores:17882, Small Wulfenite Ore
gregtech:gt.blockores:18882, Small Wulfenite Ore
gregtech:gt.blockores:19882, Small Wulfenite Ore
gregtech:gt.blockores:20882, Small Wulfenite Ore
gregtech:gt.blockores:21882, Small Wulfenite Ore
gregtech:gt.blockores:22882, Small Wulfenite Ore
gregtech:gt.blockores:883, Powellite Ore
gregtech:gt.blockores:1883, Powellite Ore
gregtech:gt.blockores:2883, Powellite Ore
gregtech:gt.blockores:3883, Powellite Ore
gregtech:gt.blockores:4883, Powellite Ore
gregtech:gt.blockores:5883, Powellite Ore
gregtech:gt.blockores:6883, Powellite Ore
gregtech:gt.blockores:16883, Small Powellite Ore
gregtech:gt.blockores:17883, Small Powellite Ore
gregtech:gt.blockores:18883, Small Powellite Ore
gregtech:gt.blockores:19883, Small Powellite Ore
gregtech:gt.blockores:20883, Small Powellite Ore
gregtech:gt.blockores:21883, Small Powellite Ore
gregtech:gt.blockores:22883, Small Powellite Ore
gregtech:gt.blockores:884, Desh Ore
gregtech:gt.blockores:1884, Desh Ore
gregtech:gt.blockores:2884, Desh Ore
gregtech:gt.blockores:3884, Desh Ore
gregtech:gt.blockores:4884, Desh Ore
gregtech:gt.blockores:5884, Desh Ore
gregtech:gt.blockores:6884, Desh Ore
gregtech:gt.blockores:16884, Small Desh Ore
gregtech:gt.blockores:17884, Small Desh Ore
gregtech:gt.blockores:18884, Small Desh Ore
gregtech:gt.blockores:19884, Small Desh Ore
gregtech:gt.blockores:20884, Small Desh Ore
gregtech:gt.blockores:21884, Small Desh Ore
gregtech:gt.blockores:22884, Small Desh Ore
gregtech:gt.blockores:901, Mica Ore
gregtech:gt.blockores:1901, Mica Ore
gregtech:gt.blockores:2901, Mica Ore
gregtech:gt.blockores:3901, Mica Ore
gregtech:gt.blockores:4901, Mica Ore
gregtech:gt.blockores:5901, Mica Ore
gregtech:gt.blockores:6901, Mica Ore
gregtech:gt.blockores:16901, Small Mica Ore
gregtech:gt.blockores:17901, Small Mica Ore
gregtech:gt.blockores:18901, Small Mica Ore
gregtech:gt.blockores:19901, Small Mica Ore
gregtech:gt.blockores:20901, Small Mica Ore
gregtech:gt.blockores:21901, Small Mica Ore
gregtech:gt.blockores:22901, Small Mica Ore
gregtech:gt.blockores:902, Talc
gregtech:gt.blockores:1902, Talc
gregtech:gt.blockores:2902, Talc
gregtech:gt.blockores:3902, Talc
gregtech:gt.blockores:4902, Talc
gregtech:gt.blockores:5902, Talc
gregtech:gt.blockores:6902, Talc
gregtech:gt.blockores:16902, Small Talc
gregtech:gt.blockores:17902, Small Talc
gregtech:gt.blockores:18902, Small Talc
gregtech:gt.blockores:19902, Small Talc
gregtech:gt.blockores:20902, Small Talc
gregtech:gt.blockores:21902, Small Talc
gregtech:gt.blockores:22902, Small Talc
gregtech:gt.blockores:903, Trona Ore
gregtech:gt.blockores:1903, Trona Ore
gregtech:gt.blockores:2903, Trona Ore
gregtech:gt.blockores:3903, Trona Ore
gregtech:gt.blockores:4903, Trona Ore
gregtech:gt.blockores:5903, Trona Ore
gregtech:gt.blockores:6903, Trona Ore
gregtech:gt.blockores:16903, Small Trona Ore
gregtech:gt.blockores:17903, Small Trona Ore
gregtech:gt.blockores:18903, Small Trona Ore
gregtech:gt.blockores:19903, Small Trona Ore
gregtech:gt.blockores:20903, Small Trona Ore
gregtech:gt.blockores:21903, Small Trona Ore
gregtech:gt.blockores:22903, Small Trona Ore
gregtech:gt.blockores:904, Barite Ore
gregtech:gt.blockores:1904, Barite Ore
gregtech:gt.blockores:2904, Barite Ore
gregtech:gt.blockores:3904, Barite Ore
gregtech:gt.blockores:4904, Barite Ore
gregtech:gt.blockores:5904, Barite Ore
gregtech:gt.blockores:6904, Barite Ore
gregtech:gt.blockores:16904, Small Barite Ore
gregtech:gt.blockores:17904, Small Barite Ore
gregtech:gt.blockores:18904, Small Barite Ore
gregtech:gt.blockores:19904, Small Barite Ore
gregtech:gt.blockores:20904, Small Barite Ore
gregtech:gt.blockores:21904, Small Barite Ore
gregtech:gt.blockores:22904, Small Barite Ore
gregtech:gt.blockores:905, Bastnasite Ore
gregtech:gt.blockores:1905, Bastnasite Ore
gregtech:gt.blockores:2905, Bastnasite Ore
gregtech:gt.blockores:3905, Bastnasite Ore
gregtech:gt.blockores:4905, Bastnasite Ore
gregtech:gt.blockores:5905, Bastnasite Ore
gregtech:gt.blockores:6905, Bastnasite Ore
gregtech:gt.blockores:16905, Small Bastnasite Ore
gregtech:gt.blockores:17905, Small Bastnasite Ore
gregtech:gt.blockores:18905, Small Bastnasite Ore
gregtech:gt.blockores:19905, Small Bastnasite Ore
gregtech:gt.blockores:20905, Small Bastnasite Ore
gregtech:gt.blockores:21905, Small Bastnasite Ore
gregtech:gt.blockores:22905, Small Bastnasite Ore
gregtech:gt.blockores:906, Garnierite Ore
gregtech:gt.blockores:1906, Garnierite Ore
gregtech:gt.blockores:2906, Garnierite Ore
gregtech:gt.blockores:3906, Garnierite Ore
gregtech:gt.blockores:4906, Garnierite Ore
gregtech:gt.blockores:5906, Garnierite Ore
gregtech:gt.blockores:6906, Garnierite Ore
gregtech:gt.blockores:16906, Small Garnierite Ore
gregtech:gt.blockores:17906, Small Garnierite Ore
gregtech:gt.blockores:18906, Small Garnierite Ore
gregtech:gt.blockores:19906, Small Garnierite Ore
gregtech:gt.blockores:20906, Small Garnierite Ore
gregtech:gt.blockores:21906, Small Garnierite Ore
gregtech:gt.blockores:22906, Small Garnierite Ore
gregtech:gt.blockores:907, Lepidolite Ore
gregtech:gt.blockores:1907, Lepidolite Ore
gregtech:gt.blockores:2907, Lepidolite Ore
gregtech:gt.blockores:3907, Lepidolite Ore
gregtech:gt.blockores:4907, Lepidolite Ore
gregtech:gt.blockores:5907, Lepidolite Ore
gregtech:gt.blockores:6907, Lepidolite Ore
gregtech:gt.blockores:16907, Small Lepidolite Ore
gregtech:gt.blockores:17907, Small Lepidolite Ore
gregtech:gt.blockores:18907, Small Lepidolite Ore
gregtech:gt.blockores:19907, Small Lepidolite Ore
gregtech:gt.blockores:20907, Small Lepidolite Ore
gregtech:gt.blockores:21907, Small Lepidolite Ore
gregtech:gt.blockores:22907, Small Lepidolite Ore
gregtech:gt.blockores:908, Magnesite Ore
gregtech:gt.blockores:1908, Magnesite Ore
gregtech:gt.blockores:2908, Magnesite Ore
gregtech:gt.blockores:3908, Magnesite Ore
gregtech:gt.blockores:4908, Magnesite Ore
gregtech:gt.blockores:5908, Magnesite Ore
gregtech:gt.blockores:6908, Magnesite Ore
gregtech:gt.blockores:16908, Small Magnesite Ore
gregtech:gt.blockores:17908, Small Magnesite Ore
gregtech:gt.blockores:18908, Small Magnesite Ore
gregtech:gt.blockores:19908, Small Magnesite Ore
gregtech:gt.blockores:20908, Small Magnesite Ore
gregtech:gt.blockores:21908, Small Magnesite Ore
gregtech:gt.blockores:22908, Small Magnesite Ore
gregtech:gt.blockores:909, Pentlandite Ore
gregtech:gt.blockores:1909, Pentlandite Ore
gregtech:gt.blockores:2909, Pentlandite Ore
gregtech:gt.blockores:3909, Pentlandite Ore
gregtech:gt.blockores:4909, Pentlandite Ore
gregtech:gt.blockores:5909, Pentlandite Ore
gregtech:gt.blockores:6909, Pentlandite Ore
gregtech:gt.blockores:16909, Small Pentlandite Ore
gregtech:gt.blockores:17909, Small Pentlandite Ore
gregtech:gt.blockores:18909, Small Pentlandite Ore
gregtech:gt.blockores:19909, Small Pentlandite Ore
gregtech:gt.blockores:20909, Small Pentlandite Ore
gregtech:gt.blockores:21909, Small Pentlandite Ore
gregtech:gt.blockores:22909, Small Pentlandite Ore
gregtech:gt.blockores:910, Scheelite Ore
gregtech:gt.blockores:1910, Scheelite Ore
gregtech:gt.blockores:2910, Scheelite Ore
gregtech:gt.blockores:3910, Scheelite Ore
gregtech:gt.blockores:4910, Scheelite Ore
gregtech:gt.blockores:5910, Scheelite Ore
gregtech:gt.blockores:6910, Scheelite Ore
gregtech:gt.blockores:16910, Small Scheelite Ore
gregtech:gt.blockores:17910, Small Scheelite Ore
gregtech:gt.blockores:18910, Small Scheelite Ore
gregtech:gt.blockores:19910, Small Scheelite Ore
gregtech:gt.blockores:20910, Small Scheelite Ore
gregtech:gt.blockores:21910, Small Scheelite Ore
gregtech:gt.blockores:22910, Small Scheelite Ore
gregtech:gt.blockores:911, Alunite Ore
gregtech:gt.blockores:1911, Alunite Ore
gregtech:gt.blockores:2911, Alunite Ore
gregtech:gt.blockores:3911, Alunite Ore
gregtech:gt.blockores:4911, Alunite Ore
gregtech:gt.blockores:5911, Alunite Ore
gregtech:gt.blockores:6911, Alunite Ore
gregtech:gt.blockores:16911, Small Alunite Ore
gregtech:gt.blockores:17911, Small Alunite Ore
gregtech:gt.blockores:18911, Small Alunite Ore
gregtech:gt.blockores:19911, Small Alunite Ore
gregtech:gt.blockores:20911, Small Alunite Ore
gregtech:gt.blockores:21911, Small Alunite Ore
gregtech:gt.blockores:22911, Small Alunite Ore
gregtech:gt.blockores:914, Dolomite Ore
gregtech:gt.blockores:1914, Dolomite Ore
gregtech:gt.blockores:2914, Dolomite Ore
gregtech:gt.blockores:3914, Dolomite Ore
gregtech:gt.blockores:4914, Dolomite Ore
gregtech:gt.blockores:5914, Dolomite Ore
gregtech:gt.blockores:6914, Dolomite Ore
gregtech:gt.blockores:16914, Small Dolomite Ore
gregtech:gt.blockores:17914, Small Dolomite Ore
gregtech:gt.blockores:18914, Small Dolomite Ore
gregtech:gt.blockores:19914, Small Dolomite Ore
gregtech:gt.blockores:20914, Small Dolomite Ore
gregtech:gt.blockores:21914, Small Dolomite Ore
gregtech:gt.blockores:22914, Small Dolomite Ore
gregtech:gt.blockores:915, Wollastonite Ore
gregtech:gt.blockores:1915, Wollastonite Ore
gregtech:gt.blockores:2915, Wollastonite Ore
gregtech:gt.blockores:3915, Wollastonite Ore
gregtech:gt.blockores:4915, Wollastonite Ore
gregtech:gt.blockores:5915, Wollastonite Ore
gregtech:gt.blockores:6915, Wollastonite Ore
gregtech:gt.blockores:16915, Small Wollastonite Ore
gregtech:gt.blockores:17915, Small Wollastonite Ore
gregtech:gt.blockores:18915, Small Wollastonite Ore
gregtech:gt.blockores:19915, Small Wollastonite Ore
gregtech:gt.blockores:20915, Small Wollastonite Ore
gregtech:gt.blockores:21915, Small Wollastonite Ore
gregtech:gt.blockores:22915, Small Wollastonite Ore
gregtech:gt.blockores:916, Zeolite Ore
gregtech:gt.blockores:1916, Zeolite Ore
gregtech:gt.blockores:2916, Zeolite Ore
gregtech:gt.blockores:3916, Zeolite Ore
gregtech:gt.blockores:4916, Zeolite Ore
gregtech:gt.blockores:5916, Zeolite Ore
gregtech:gt.blockores:6916, Zeolite Ore
gregtech:gt.blockores:16916, Small Zeolite Ore
gregtech:gt.blockores:17916, Small Zeolite Ore
gregtech:gt.blockores:18916, Small Zeolite Ore
gregtech:gt.blockores:19916, Small Zeolite Ore
gregtech:gt.blockores:20916, Small Zeolite Ore
gregtech:gt.blockores:21916, Small Zeolite Ore
gregtech:gt.blockores:22916, Small Zeolite Ore
gregtech:gt.blockores:917, Banded Iron Ore
gregtech:gt.blockores:1917, Banded Iron Ore
gregtech:gt.blockores:2917, Banded Iron Ore
gregtech:gt.blockores:3917, Banded Iron Ore
gregtech:gt.blockores:4917, Banded Iron Ore
gregtech:gt.blockores:5917, Banded Iron Ore
gregtech:gt.blockores:6917, Banded Iron Ore
gregtech:gt.blockores:16917, Small Banded Iron Ore
gregtech:gt.blockores:17917, Small Banded Iron Ore
gregtech:gt.blockores:18917, Small Banded Iron Ore
gregtech:gt.blockores:19917, Small Banded Iron Ore
gregtech:gt.blockores:20917, Small Banded Iron Ore
gregtech:gt.blockores:21917, Small Banded Iron Ore
gregtech:gt.blockores:22917, Small Banded Iron Ore
gregtech:gt.blockores:918, Ilmenite Ore
gregtech:gt.blockores:1918, Ilmenite Ore
gregtech:gt.blockores:2918, Ilmenite Ore
gregtech:gt.blockores:3918, Ilmenite Ore
gregtech:gt.blockores:4918, Ilmenite Ore
gregtech:gt.blockores:5918, Ilmenite Ore
gregtech:gt.blockores:6918, Ilmenite Ore
gregtech:gt.blockores:16918, Small Ilmenite Ore
gregtech:gt.blockores:17918, Small Ilmenite Ore
gregtech:gt.blockores:18918, Small Ilmenite Ore
gregtech:gt.blockores:19918, Small Ilmenite Ore
gregtech:gt.blockores:20918, Small Ilmenite Ore
gregtech:gt.blockores:21918, Small Ilmenite Ore
gregtech:gt.blockores:22918, Small Ilmenite Ore
gregtech:gt.blockores:919, Pollucite Ore
gregtech:gt.blockores:1919, Pollucite Ore
gregtech:gt.blockores:2919, Pollucite Ore
gregtech:gt.blockores:3919, Pollucite Ore
gregtech:gt.blockores:4919, Pollucite Ore
gregtech:gt.blockores:5919, Pollucite Ore
gregtech:gt.blockores:6919, Pollucite Ore
gregtech:gt.blockores:16919, Small Pollucite Ore
gregtech:gt.blockores:17919, Small Pollucite Ore
gregtech:gt.blockores:18919, Small Pollucite Ore
gregtech:gt.blockores:19919, Small Pollucite Ore
gregtech:gt.blockores:20919, Small Pollucite Ore
gregtech:gt.blockores:21919, Small Pollucite Ore
gregtech:gt.blockores:22919, Small Pollucite Ore
gregtech:gt.blockores:920, Spodumene Ore
gregtech:gt.blockores:1920, Spodumene Ore
gregtech:gt.blockores:2920, Spodumene Ore
gregtech:gt.blockores:3920, Spodumene Ore
gregtech:gt.blockores:4920, Spodumene Ore
gregtech:gt.blockores:5920, Spodumene Ore
gregtech:gt.blockores:6920, Spodumene Ore
gregtech:gt.blockores:16920, Small Spodumene Ore
gregtech:gt.blockores:17920, Small Spodumene Ore
gregtech:gt.blockores:18920, Small Spodumene Ore
gregtech:gt.blockores:19920, Small Spodumene Ore
gregtech:gt.blockores:20920, Small Spodumene Ore
gregtech:gt.blockores:21920, Small Spodumene Ore
gregtech:gt.blockores:22920, Small Spodumene Ore
gregtech:gt.blockores:921, Tantalite Ore
gregtech:gt.blockores:1921, Tantalite Ore
gregtech:gt.blockores:2921, Tantalite Ore
gregtech:gt.blockores:3921, Tantalite Ore
gregtech:gt.blockores:4921, Tantalite Ore
gregtech:gt.blockores:5921, Tantalite Ore
gregtech:gt.blockores:6921, Tantalite Ore
gregtech:gt.blockores:16921, Small Tantalite Ore
gregtech:gt.blockores:17921, Small Tantalite Ore
gregtech:gt.blockores:18921, Small Tantalite Ore
